,Place 132560,Place 132561,Place 132564,Place 132572,Place 132583,Place 132584,Place 132594,Place 132608,Place 132609,Place 132613,Place 132626,Place 132630,Place 132654,Place 132660,Place 132663,Place 132665,Place 132667,Place 132668,Place 132706,Place 132715,Place 132717,Place 132723,Place 132732,Place 132733,Place 132740,Place 132754,Place 132755,Place 132766,Place 132767,Place 132768,Place 132773,Place 132825,Place 132830,Place 132834,Place 132845,Place 132846,Place 132847,Place 132851,Place 132854,Place 132856,Place 132858,Place 132861,Place 132862,Place 132866,Place 132869,Place 132870,Place 132872,Place 132875,Place 132877,Place 132884,Place 132885,Place 132921,Place 132922,Place 132925,Place 132937,Place 132951,Place 132954,Place 132955,Place 132958,Place 134975,Place 134976,Place 134983,Place 134986,Place 134987,Place 134992,Place 134996,Place 134999,Place 135000,Place 135001,Place 135011,Place 135013,Place 135016,Place 135018,Place 135019,Place 135021,Place 135025,Place 135026,Place 135027,Place 135028,Place 135030,Place 135032,Place 135033,Place 135034,Place 135035,Place 135038,Place 135039,Place 135040,Place 135041,Place 135042,Place 135043,Place 135044,Place 135045,Place 135046,Place 135047,Place 135048,Place 135049,Place 135050,Place 135051,Place 135052,Place 135053,Place 135054,Place 135055,Place 135057,Place 135058,Place 135059,Place 135060,Place 135062,Place 135063,Place 135064,Place 135065,Place 135066,Place 135069,Place 135070,Place 135071,Place 135072,Place 135073,Place 135074,Place 135075,Place 135076,Place 135079,Place 135080,Place 135081,Place 135082,Place 135085,Place 135086,Place 135088,Place 135104,Place 135106,Place 135108,Place 135109
Place 135000,0.205690143,0.198168859,0.140763613,-0.028640815,0.368635736,0.100382588,0.178367957,0.120475245,0.191712526,0.109969521,0.134604816,0.133175323,0.253173938,0.099711657,0.178367957,0.153608173,0.119133295,0.15369934,0.164394179,0.147776786,0.134136619,-0.065904774,0.129363577,0.093609228,0.122834642,-0.143811281,0.0197343,0.203964805,0.087819201,0.295499585,0.585644139,-0.159419719,0.01391738,-0.093765601,0.120427325,0.060748534,0.058222136,0.076885083,0.070017953,-0.039909958,0.118850883,-0.004060313,-0.100937692,0.078123939,0.106223813,0.144278381,0.002847608,0.031056961,0.157136003,0.022950379,0.145894619,-0.056735774,0.017493195,0.088457364,0.062704386,-0.002789347,-0.03438648,-0.053891408,-0.058582793,0.12286527,0.41685848,0.101263792,0.281198907,0.125941158,0.125118937,0.542668614,0.087725337,1,0.344227309,0.134337703,0.090217512,0.407706241,0.393758834,0.084226045,0.33271655,-0.080702171,-0.04928406,0.028318936,-0.111969193,-0.087703512,-0.114126169,0.155293451,-0.03474045,0.065545412,-0.056596402,-0.034937603,0.247037616,-0.079433,-0.06893584,0.045153455,0.063860541,-0.072594499,-0.039780537,-0.018449862,-0.004415793,0.023316635,0.013847513,-0.085158475,-0.074447734,-0.03074466,0.051835472,-0.03500194,0.003804,-0.087318134,-0.051234507,-0.008213057,-0.079948303,-0.024421461,-0.086534953,-0.011009542,-0.081495416,0.102318791,0.052157751,0.045744246,-0.001521032,0.075362028,0.01888949,-0.125230359,-0.032370659,-0.054684933,-0.004415793,-0.019048985,0.059486752,-0.19208663,0.006537159,0.23815101,0.117250036,-0.017832297,0.021599463,0.144829106
Place 135001,0.119010288,0.114944911,0.074959541,-0.06140651,0.419261805,0.045934819,0.098858673,0.061463916,0.10970829,0.052195754,0.073556286,0.067206977,0.153449863,0.046635996,0.098858673,0.085845478,0.058041963,0.086639791,0.095045626,0.08127828,0.074383731,-0.087014941,0.066046626,0.036730953,0.060069217,-0.146147972,-0.015297545,0.3777932,0.288453676,0.442781696,0.062444093,-0.170690508,-0.022166081,-0.112175985,0.059827726,0.016662274,0.014717445,0.025509686,0.02257624,-0.066824184,0.05858977,-0.036869392,-0.117320079,0.030033586,0.04929933,0.079227488,-0.03512782,-0.008621396,0.081521531,-0.012451599,0.072303794,-0.082905575,-0.017753729,0.034003556,0.016738317,-0.035888794,-0.059105996,-0.07121848,-0.076701157,0.209502173,0.535659648,0.493382566,0.425881414,0.068041428,0.416528909,0.463860625,0.278387996,0.344227309,1,0.245002941,0.2897505,0.092669541,0.194837538,0.39790597,0.513041496,-0.099820437,-0.073580049,-0.008314303,-0.124825158,-0.104504968,-0.131328877,0.080012527,-0.056543591,0.018940548,-0.083843323,-0.061055032,0.147926882,-0.099242569,-0.092038563,0.000904654,0.014689367,-0.091667366,-0.065151922,-0.049122548,-0.03537322,-0.012715333,-0.02103228,-0.103630779,-0.0970797,-0.054065914,0.006221567,-0.057632478,-0.035724156,-0.106705885,-0.072172306,-0.046942214,-0.098563461,-0.050432958,-0.104038488,-0.040125925,-0.098661311,0.038994986,0.007440827,0.002694927,-0.034910278,0.026547743,-0.015581619,-0.132794272,-0.062799149,-0.077727803,-0.03537322,-0.049817178,0.01569097,-0.200400448,-0.032622921,0.070737491,0.055708184,-0.046000726,-0.018563255,0.164838496
Place 135011,0.266693952,0.254979231,0.183567148,-0.014555356,0.176675509,0.133593345,0.232743443,0.158016269,0.247722986,0.145893614,0.174356338,0.174373028,0.325453994,0.132683635,0.232743443,0.198738311,0.158752446,0.199530589,0.211739688,0.192060222,0.1739301,-0.059743491,0.170486729,0.125795928,0.162671376,-0.150918131,0.039313793,0.264794001,0.415358314,0.092832241,0.159478842,-0.166447075,0.032971342,-0.090844069,0.160759695,0.087619077,0.084697813,0.106705939,0.098458142,-0.028133851,0.158956526,0.013035498,-0.100440084,0.107712681,0.141569952,0.188781162,0.022428983,0.05351945,0.20896285,0.043922892,0.196399187,-0.048654404,0.03626125,0.123589384,0.09140338,0.014505661,-0.022158022,-0.046759232,-0.051206641,0.160823589,0.704341151,0.135931004,0.083196441,0.646721884,0.166126726,0.21419693,0.405012887,0.134337703,0.245002941,1,0.41748564,0.208286509,0.149164282,0.497491295,0.093939856,-0.077469879,-0.040241404,0.050127897,-0.113343945,-0.085158175,-0.11481905,0.206902259,-0.024553784,0.094677591,-0.048223223,-0.024315309,0.319061771,-0.075283713,-0.063101955,0.071105329,0.095419491,-0.068176434,-0.029460447,-0.003463423,0.014098983,0.0462009,0.032687989,-0.081932728,-0.069912897,-0.019152155,0.077710037,-0.025162091,0.021704659,-0.083812945,-0.043879687,0.008881583,-0.076151887,-0.01164469,-0.082570869,0.003890694,-0.078218302,0.142133053,0.079191137,0.070510982,0.015972777,0.105992306,0.039229575,-0.129523542,-0.020130731,-0.046505664,0.014098983,-0.004810153,0.086160071,-0.203270622,0.028552094,0.178382355,0.156254541,-0.004480282,0.042301187,0.188685114
Place 135013,0.190201866,0.179340153,0.125101606,-0.028547721,0.121700737,0.086493348,0.163201459,0.105979403,0.17407464,0.095886234,0.119209519,0.11566994,0.235943122,0.087019883,0.163201459,0.137691385,0.107082243,0.140067826,0.148894038,0.132851727,0.120409209,-0.060844586,0.115603946,0.076372464,0.108478296,-0.127586643,0.01760555,0.18883005,0.716015409,0.051549584,0.263211705,-0.149422928,0.010848668,-0.086010485,0.110162462,0.054339814,0.052220962,0.06475145,0.060992068,-0.035494303,0.108855091,-0.00337084,-0.094407574,0.068912796,0.092746224,0.132295901,0.001406414,0.027192958,0.145930571,0.022640948,0.136801294,-0.055441926,0.013904746,0.081537607,0.057644831,-0.002301218,-0.027825332,-0.04531341,-0.049259042,0.109406724,0.354005666,0.091372,0.045051739,0.113584883,0.114053594,0.244403843,0.829520536,0.090217512,0.2897505,0.41748564,1,0.146397778,0.099558198,0.622722813,0.166619189,-0.076183772,-0.04556921,0.027142963,-0.102862057,-0.080379776,-0.1079552,0.144433492,-0.02919617,0.060021358,-0.055925543,-0.033289453,0.231408021,-0.074021969,-0.066115565,0.040287959,0.061064016,-0.067396164,-0.036788285,-0.016468908,0.001512137,0.0263281,0.011697294,-0.078863831,-0.072584575,-0.024837832,0.043670094,-0.031079354,-0.003244462,-0.080943644,-0.046894079,-0.013237999,-0.073823814,-0.020509358,-0.077225318,-0.009222072,-0.074482537,0.092159332,0.047428662,0.039541014,-0.001233827,0.068233344,0.019235584,-0.113273033,-0.032724231,-0.050129191,0.001512137,-0.018645172,0.053281574,-0.179937722,0.00812395,0.119901482,0.103811987,-0.016687423,0.015640271,0.130405605
Place 135016,0.310781381,0.294879931,0.214686308,0.006058417,0.208286509,0.158817199,0.272624554,0.185663098,0.287609971,0.173049794,0.202684689,0.204485945,0.376489959,0.157786241,0.272624554,0.230888847,0.189202058,0.232642816,0.245106208,0.224045396,0.202472881,-0.043262043,0.201250481,0.150505067,0.192743041,-0.139101778,0.059844336,0.308926519,0.143521396,0.114767384,0.644217319,-0.152822511,0.05359912,-0.074318333,0.191993664,0.111067218,0.108039588,0.131152895,0.122372035,-0.008494192,0.19014843,0.033972517,-0.085912546,0.131895372,0.168577427,0.221676027,0.045268412,0.075857527,0.248899109,0.065791257,0.236397828,-0.031346643,0.05603744,0.153124518,0.11684802,0.035497072,-0.002589855,-0.030518725,-0.034001066,0.188709865,0.128958148,0.16301413,0.104154318,0.192742748,0.197486684,0.089566013,0.143622028,0.407706241,0.092669541,0.208286509,0.146397778,1,0.407183024,0.139421921,0.116286924,-0.06252354,-0.022641118,0.072219123,-0.09940863,-0.069919559,-0.099961792,0.246847142,-0.007430642,0.120228543,-0.030624777,-0.00688471,0.370713705,-0.059361592,-0.046740295,0.095645503,0.124251474,-0.052864468,-0.011658135,0.016971217,0.037092166,0.070498321,0.053127009,-0.066288234,-0.054416731,-0.00086932,0.101060847,-0.008515598,0.042073266,-0.067541304,-0.027988837,0.03002574,-0.060537209,0.007078226,-0.065679051,0.02321308,-0.062960135,0.175185293,0.104087667,0.093479602,0.037018488,0.131912191,0.060929697,-0.11710999,-0.001240845,-0.029157535,0.037092166,0.014718749,0.109555075,-0.190081745,0.053978171,0.459272429,0.186140498,0.013874983,0.063683924,0.220587389
Place 135018,0.2297079,0.215704421,0.152575677,-0.017638667,0.258862577,0.107874232,0.198425681,0.130085824,0.210062577,0.119048171,0.144589632,0.141999019,0.282633944,0.108318737,0.198425681,0.16659301,0.132900738,0.169632797,0.179227944,0.161316865,0.145940076,-0.054657527,0.142203885,0.096918496,0.134228423,-0.128802724,0.031412292,0.228266544,0.097345396,0.06875508,0.391888173,-0.150676807,0.024326,-0.081453895,0.136595712,0.07237405,0.070044081,0.084241097,0.079815142,-0.025762598,0.135171995,0.009285182,-0.091562955,0.088400855,0.115600737,0.1611877,0.0156026,0.042767761,0.179980217,0.03752382,0.170249908,-0.048283325,0.027065599,0.105030064,0.077068695,0.010461659,-0.017732018,-0.038425459,-0.042047736,0.133839194,0.086140925,0.488101554,0.582923992,0.138463697,0.140833601,0.399894179,0.096176727,0.393758834,0.194837538,0.149164282,0.099558198,0.407183024,1,0.0929431,0.07237982,-0.071878872,-0.037696905,0.042472488,-0.100995026,-0.076250404,-0.105739279,0.178383618,-0.020659297,0.079674264,-0.048597207,-0.024687492,0.278141869,-0.069011685,-0.060255358,0.058067546,0.082710176,-0.062341714,-0.028220498,-0.004981226,0.015562284,0.042824525,0.025080455,-0.074355653,-0.067627942,-0.015327771,0.06103886,-0.022898776,0.009329161,-0.076181593,-0.040177628,-0.000877223,-0.069014395,-0.01039187,-0.071948397,0.00203871,-0.069963426,0.118587183,0.065867764,0.056351504,0.011635696,0.088678646,0.033780805,-0.113086842,-0.023121543,-0.042724325,0.015562284,-0.007797687,0.071210361,-0.183432457,0.024229263,0.432266333,0.129126364,-0.006465383,0.029977772,0.158650538
Place 135019,0.181871137,0.170895424,0.117812689,-0.034467879,0.11489692,0.079826815,0.155109736,0.099201529,0.165745919,0.089002743,0.112476084,0.107890015,0.22696821,0.080682336,0.155109736,0.130493202,0.100232693,0.133250242,0.141855639,0.125773186,0.114055386,-0.065616952,0.108547011,0.068718025,0.101221604,-0.130720035,0.012656925,0.323362632,0.759715623,0.044389406,0.175987724,-0.155165205,0.005438496,-0.090962281,0.103641507,0.048843778,0.046779308,0.057993655,0.054977489,-0.040378869,0.102366096,-0.008424232,-0.099429361,0.063042144,0.085941558,0.125672008,-0.004461187,0.02170036,0.138207946,0.017956206,0.129269984,-0.061131929,0.008677409,0.075305358,0.052085706,-0.007381196,-0.031940999,-0.048700351,-0.052831609,0.182526896,0.339606888,0.166883496,0.129223433,0.107408185,0.204321053,0.231740618,0.800604149,0.084226045,0.39790597,0.497491295,0.622722813,0.139421921,0.0929431,1,0.156699886,-0.081199836,-0.050443665,0.022343295,-0.107401534,-0.084939314,-0.113575301,0.136742423,-0.032999067,0.054402663,-0.06184894,-0.038217607,0.222515679,-0.078996359,-0.071555776,0.034440404,0.055321755,-0.072060048,-0.041601818,-0.021513718,-0.002650686,0.021952224,0.006577046,-0.08371677,-0.078246286,-0.028698789,0.037442172,-0.035208836,-0.00998107,-0.085997248,-0.051246193,-0.020005828,-0.078548501,-0.024810007,-0.081618747,-0.013809483,-0.078931665,0.084644058,0.041754638,0.033737346,-0.006340341,0.062408524,0.014637707,-0.117101495,-0.038462711,-0.054889478,-0.002650686,-0.023910732,0.047812701,-0.186041416,0.002554526,0.112367751,0.096668117,-0.021429173,0.009517014,0.123387442
Place 135021,0.155357535,0.142424772,0.094199816,-0.04331878,0.093939856,0.059062851,0.129725075,0.077497049,0.138281048,0.067582421,0.090034002,0.082581265,0.197442627,0.061150875,0.129725075,0.106615458,0.079852179,0.111300125,0.118253538,0.102779307,0.093194396,-0.068996371,0.086637963,0.04457647,0.078781622,-0.123429744,0.003089513,0.386698563,0.16525952,0.403864192,0.078342459,-0.155333111,-0.005292322,-0.09250257,0.084792468,0.035087274,0.033397049,0.03857848,0.038688744,-0.044843045,0.083755941,-0.016044968,-0.10164206,0.046711068,0.065074053,0.105177508,-0.014758943,0.010026979,0.116136938,0.009796248,0.108955427,-0.068344809,-0.002133609,0.05950557,0.038966841,-0.015186842,-0.03404703,-0.048073938,-0.051976131,0.470794086,0.271692939,0.465883387,0.240505707,0.361242981,0.639597713,0.424599645,0.158715564,0.33271655,0.513041496,0.093939856,0.166619189,0.116286924,0.07237982,0.156699886,1,-0.084979464,-0.055104077,0.013388793,-0.107127145,-0.086223987,-0.116684293,0.114959214,-0.035183423,0.040861906,-0.069798522,-0.044451259,0.194172631,-0.082219868,-0.077236915,0.021330852,0.043192022,-0.075048679,-0.046776491,-0.028080201,-0.005812145,0.01619711,-0.003157266,-0.086118103,-0.084722125,-0.03084883,0.02168081,-0.038847644,-0.024928764,-0.088629942,-0.054668026,-0.033589103,-0.080949226,-0.028946148,-0.08151459,-0.019906821,-0.080346015,0.064632844,0.028858495,0.019913774,-0.014330521,0.047409739,0.007078683,-0.113769942,-0.047203745,-0.058770706,-0.005812145,-0.031729343,0.034243113,-0.184876828,-0.005592732,0.087906392,0.075053612,-0.028005093,-0.004183203,0.2542152
Place 135025,-0.088248055,-0.070642483,-0.069609873,0.183188437,-0.077469879,-0.070990818,-0.088298213,-0.066819686,-0.076353707,-0.073988936,-0.05752602,-0.071843114,-0.086523653,-0.070157507,-0.088298213,-0.063498857,-0.084918678,-0.068279202,-0.060261231,-0.067713436,-0.058386187,-0.038010395,-0.077662229,-0.076504014,-0.080115705,0.101487153,-0.114816163,-0.090069896,-0.077707642,-0.084587501,-0.065984755,0.317881082,-0.044181095,0.006416264,-0.087632908,-0.094952422,-0.096565967,-0.088606678,-0.090199962,0.169140129,-0.088788833,-0.13978324,0.02446893,-0.083874443,-0.076438832,-0.07538351,-0.146460501,0.056717799,-0.107704358,-0.11916747,-0.118185771,-0.169013189,0.03398145,0.134089727,-0.105141562,-0.138975008,0.024808086,0.003775072,-0.081000297,-0.065337052,-0.085434338,-0.079774938,-0.085348955,-0.063922177,-0.084197812,-0.097146957,-0.078986412,-0.080702171,-0.099820437,-0.077469879,-0.076183772,-0.06252354,-0.071878872,-0.081199836,-0.084979464,1,-0.02032467,-0.022574133,0.087347923,0.005454433,0.124402804,0.057726469,-0.143039573,-0.103244355,0.126271998,0.188641481,0.126943455,-0.056923877,0.174235333,-0.116866212,-0.12462779,0.131904419,-0.154083418,0.357321951,0.07124675,-0.132583634,-0.120178069,0.156882752,0.176681061,0.023737215,-0.104379263,0.001086948,-0.071091084,-0.157983255,-0.021766178,-0.148771009,0.134491599,0.184699877,0.036684247,-0.135641498,-0.145468686,-0.117673026,-0.112028134,-0.021482174,-0.052148501,-0.096699023,-0.121778535,-0.030433417,-0.088116601,-0.023129527,-0.150347053,0.043693622,-0.005227358,0.054485349,-0.047845337,-0.070654931,-0.083993163,0.010763459,-0.04710584,-0.069848175
Place 135026,-0.038656933,-0.022293299,-0.03065462,0.10747358,-0.040241404,-0.037996377,-0.04225155,-0.03159036,-0.028759959,-0.03922992,-0.021365446,-0.032156292,-0.030182058,-0.038224648,-0.04225155,-0.023738554,-0.04881243,-0.029399626,-0.019982692,-0.028720756,-0.02333716,0.358988751,-0.040210444,-0.041104952,-0.042656676,-0.005613472,0.118240141,-0.040660364,-0.04742588,-0.053123552,-0.030582276,-0.172045834,-0.099293149,-0.008108708,0.028628086,0.048638693,0.046945877,-0.057013957,-0.061408963,-0.147908442,-0.053584881,0.271257603,-0.004311042,-0.054937158,-0.042190112,-0.037732031,-0.064984026,0.411787645,-0.064078089,0.205072461,-0.075819845,0.160888793,0.099331937,-0.0747587,-0.077767455,-0.00684659,0.271498749,0.369534706,0.283136433,-0.030782761,-0.056836556,-0.04816845,-0.055692908,-0.029995324,-0.048175568,-0.0694907,-0.047745787,-0.04928406,-0.073580049,-0.040241404,-0.04556921,-0.022641118,-0.037696905,-0.050443665,-0.055104077,-0.02032467,1,-0.093665443,-0.150855166,0.073272161,-0.161292924,-0.065993707,0.376873171,0.190989742,-0.152216086,-0.130344084,-0.039883272,-0.006345282,-0.157889164,-0.089964259,-0.015251361,0.039052257,-0.044518367,-0.130843079,0.298277039,0.183406248,-0.09850717,-0.17047824,-0.15831605,-0.021719718,-0.076234431,0.057624093,-0.02703563,0.198027573,-0.138322729,-0.123346733,-0.165193538,-0.127642504,-0.03155557,0.198434171,-0.164920698,-0.079927451,-0.085114321,-0.080472103,0.272405588,-0.067609763,-0.101024706,0.099586546,-0.135465394,-0.011781513,0.154847415,-0.126127912,-0.069401427,-0.0932923,0.292882761,-0.03138765,-0.047271268,-0.118631396,-0.095367036,-0.031243032
Place 135027,0.084360835,0.091675302,0.060034811,-0.07956883,0.050127897,0.037471326,0.070489211,0.049769615,0.084789523,0.041224961,0.061530272,0.057582664,0.110528019,0.036055537,0.070489211,0.069120975,0.038949113,0.064539405,0.075243645,0.063379718,0.058977444,-0.106943449,0.048929105,0.035887894,0.045433236,-0.175274656,-0.033810849,0.082360299,0.024890882,0.016061135,0.050974786,0.170380453,-0.038402003,-0.076766393,0.036381028,-0.000548323,-0.002924256,0.016738621,0.009030303,0.051162448,0.034821157,-0.058898769,-0.134697022,0.015783956,0.037677493,0.055090033,-0.055646522,-0.026719282,0.047541114,-0.036127394,0.035290522,-0.097311433,-0.032479513,0.008944412,-0.005270995,-0.057709266,-0.088102695,-0.098843932,-0.106277427,0.050313257,0.013482081,0.029643572,0.010266754,0.051090837,0.041020959,-0.004616497,0.025620786,0.028318936,-0.008314303,0.050127897,0.027142963,0.072219123,0.042472488,0.022343295,0.013388793,-0.022574133,-0.093665443,1,0.097609056,-0.07186976,0.114277359,0.045537996,-0.081085082,-0.002558639,0.257188781,0.15065253,0.101900395,-0.065378304,-0.107240571,-0.018857614,-0.015201018,-0.007305785,-0.084975725,-0.071729854,-0.069521157,-0.045265454,-0.038838795,0.457110761,0.404002337,-0.080862825,-0.006642387,-0.078547307,-0.043055207,-0.126867092,-0.091549098,0.000285616,0.308165343,-0.074450306,-0.130549477,-0.061964609,0.09682241,0.015276586,-0.013625115,-0.012966822,-0.056522305,0.267030133,-0.039953966,-0.156119853,0.152156642,-0.098651436,-0.069521157,0.189935763,-0.001734919,0.078492514,-0.061934674,0.058631198,0.040035932,-0.002209869,-0.030745387,0.060475561
Place 135028,-0.140386633,-0.114242464,-0.102533925,0.090583025,-0.113343945,-0.096425482,-0.134371181,-0.095505796,-0.120747422,-0.102108872,-0.086727503,-0.101757661,-0.147764672,-0.09637004,-0.134371181,-0.097902654,-0.11934954,-0.105822774,-0.096888636,-0.102558677,-0.089203477,-0.126477757,-0.111376392,-0.098413673,-0.112268285,0.12207297,-0.141513895,-0.142515238,-0.104503947,-0.104194535,-0.094600036,0.221783353,0.014407609,0.059625213,-0.124588875,0.065714179,0.064410149,-0.113877738,-0.1170812,0.067133937,-0.125868509,-0.168773025,0.12438434,0.07468764,-0.104759386,-0.113745555,-0.037105809,-0.099073477,0.01724619,-0.149212526,-0.168572045,0.090451293,-0.137510299,-0.143475068,-0.137121816,0.056834515,0.001681115,0.065706198,0.245390767,-0.095230696,-0.112830586,-0.110958639,-0.104543183,-0.095257744,-0.120786938,-0.118650826,-0.105021467,-0.111969193,-0.124825158,-0.113343945,-0.102862057,-0.09940863,-0.100995026,-0.107401534,-0.107127145,0.087347923,-0.150855166,0.097609056,1,0.317265798,0.196419304,-0.158516258,-0.170050712,-0.13505955,0.022914848,0.179115265,-0.158985139,-0.108029474,0.166504037,-0.147389122,-0.033253402,-0.004225806,0.157152301,0.085660168,0.160685998,-0.168601864,-0.146606408,-0.046682694,-0.090935796,-0.175292449,-0.130787556,-0.017716673,-0.15501479,-0.014349092,-0.176421766,-0.066600725,0.058457468,0.171043741,0.256415706,-0.078251973,-0.069202689,-0.089924572,-0.143297393,0.044080235,-0.032336247,-0.074773375,0.044131732,0.13019839,-0.145171069,-0.191331627,-0.186319768,-0.1724544,-0.123960009,0.090826897,-0.136421414,-0.101932827,-0.11650609,0.184051118,-0.145620017,-0.104917702
Place 135030,-0.101716883,-0.0788881,-0.07455738,-0.038075097,-0.085158175,-0.07332018,-0.099089509,-0.070484887,-0.085423151,-0.077380959,-0.061249367,-0.074330075,-0.10339451,-0.073513339,-0.099089509,-0.069198563,-0.092005326,-0.076513598,-0.067327653,-0.074013283,-0.063725302,-0.103457323,-0.083735366,-0.075229611,-0.085062062,0.206502011,-0.122592565,-0.103812688,-0.082116025,-0.083350713,-0.069533353,0.151433563,-0.128593688,0.417116469,-0.096766286,-0.101762054,-0.103600077,-0.091234396,-0.095181339,0.016021886,-0.098086494,0.048868234,0.204679276,-0.089141971,-0.080168931,-0.084652401,0.049501924,-0.024221252,-0.121289996,-0.021726409,-0.133279073,-0.036895159,-0.034535294,-0.116996352,-0.114147988,0.049578796,-0.06601458,0.014798061,-0.178999202,-0.070165909,-0.090919108,-0.086645258,-0.084616642,-0.070057013,-0.092842893,-0.098781059,-0.08242029,-0.087703512,-0.104504968,-0.085158175,-0.080379776,-0.069919559,-0.076250404,-0.084939314,-0.086223987,0.005454433,0.073272161,-0.07186976,0.317265798,1,0.019794111,0.06891831,-0.154141868,0.124679253,0.062334365,0.231355532,-0.114118407,-0.011508893,0.086038245,-0.069857525,0.148659125,0.168653945,0.043291055,0.034330366,-0.101935441,-0.146899655,-0.127647422,-0.157300137,-0.122374639,0.037088979,-0.109147544,-0.150568464,-0.135304116,0.02210831,-0.161170241,-0.113761324,-0.115636416,0.034232223,0.189757744,0.135299554,0.105287951,-0.053284688,-0.06351432,-0.113021862,0.050287932,-0.045971567,-0.132315857,0.081190477,-0.123360304,-0.011301435,-0.101935441,-0.153989385,-0.102679938,0.294941382,-0.170505683,-0.074297789,-0.089473295,-0.102545788,-0.125466716,-0.076451917
Place 135032,-0.136864614,-0.115282016,-0.106742615,-0.091091,-0.11481905,-0.103498264,-0.133856584,-0.100699628,-0.121282903,-0.108322556,-0.090991465,-0.109287696,-0.140443988,-0.102003228,-0.133856584,-0.100635729,-0.122222647,-0.105837488,-0.097653683,-0.10491163,-0.091467608,-0.078925158,-0.1148816,-0.110689699,-0.117410997,-0.18382537,-0.145319751,-0.138823671,-0.109460669,-0.116906433,-0.099868133,0.068382689,-0.081093845,-0.105215253,-0.06674033,-0.041936404,-0.043337301,-0.122239926,-0.122464618,0.426195395,-0.126328841,-0.011570927,0.027836823,-0.1155546,-0.110759986,-0.113096881,-0.099289881,-0.148804423,-0.154351228,-0.150479301,-0.005972782,-0.146857999,-0.143365398,-0.14444819,-0.138927958,-0.17200791,-0.019236884,-0.035172671,-0.038031487,-0.098782971,-0.117096467,-0.113199642,-0.116556901,-0.097003801,-0.121658394,-0.128766546,-0.111389923,-0.114126169,-0.131328877,-0.11481905,-0.1079552,-0.099961792,-0.105739279,-0.113575301,-0.116684293,0.124402804,-0.161292924,0.114277359,0.196419304,0.019794111,1,0.078316325,-0.171945043,-0.137032452,0.294653486,0.104182178,-0.150717998,0.075244569,0.308196658,-0.106717589,-0.162502635,0.052836272,-0.051741542,0.053523818,-0.184181283,-0.166092421,-0.002100021,0.275623027,0.120487696,-0.017287572,0.054695795,-0.170139115,0.149987115,-0.014157047,-0.182172934,0.069736878,0.228237555,0.401623171,-0.225317129,-0.166557576,0.088294569,0.019296122,0.086202487,-0.099666074,-0.171209961,0.06004696,0.02266776,-0.124959339,0.031381238,-0.064741099,-0.184181283,0.104853461,0.126702164,0.073987067,-0.093167263,-0.107882154,-0.121319115,0.108448888,0.087006809,-0.107078327
Place 135033,0.309079564,0.303598778,0.220288726,-0.031907871,0.206902259,0.162529596,0.271410345,0.190660475,0.293106758,0.176014125,0.210943645,0.213117821,0.376428602,0.159602392,0.271410345,0.237900288,0.185594755,0.234459167,0.25173091,0.228520745,0.207589432,-0.090426137,0.202004145,0.159096176,0.19422322,-0.212938974,0.035403082,0.306230475,0.140601689,0.117911885,0.192688746,-0.008047508,0.148094297,-0.0277526,0.184522245,0.097350723,0.093314291,0.128464608,0.114065521,-0.054260624,0.181985735,-0.000497424,-0.139515793,0.12511149,0.170029724,0.219241589,0.012707301,0.05372141,0.236860016,0.036960685,0.218551641,-0.071810833,0.034690838,0.13638487,0.098229361,0.001527272,-0.050620564,-0.080605408,-0.087749227,0.192130128,0.121197387,0.157510001,0.105011826,0.194427726,0.192070834,0.082587936,0.142327541,0.155293451,0.080012527,0.206902259,0.144433492,0.246847142,0.178383618,0.136742423,0.114959214,0.057726469,-0.065993707,0.045537996,-0.158516258,0.06891831,0.078316325,1,-0.050079376,0.102775072,-0.070498421,0.059038873,0.706124749,-0.014600165,-0.090685405,0.074568049,0.09692083,0.176709656,-0.052227267,0.107532747,-0.009170035,0.03256307,0.027672812,0.165949334,0.056858051,-0.045101997,0.088552806,-0.047837251,0.211298885,-0.120847502,-0.070098194,0.107886317,-0.015269588,0.217808988,-0.124567593,-0.011940364,-0.114553748,0.16105671,0.083650565,0.077140361,0.003547752,0.429777056,0.030472631,-0.181173258,-0.036556007,-0.074578841,-0.009170035,-0.020128764,0.09533477,-0.136005853,0.013216126,0.216100146,0.1852856,-0.020109388,0.044530157,0.223779298
